CódigoCompra;Data;Fornecedor;Produto;Quantidade;ValorUnitário;ValorFinal
66252;07/12/2023;Original Fábrica Brasil;Mola de pressão - Linha Premium;3;89.08;267.23
66254;07/12/2023;Revenda Asia;Filtro Combustível - Linha B;2;210.84;421.68
66254;07/12/2023;Revenda Asia;Condensador - Linha C;2;912.39;1824.79
66255;07/12/2023;Original Fábrica Europa;Bomba d'agua - Linha C;4;732.53;2930.13
66256;07/12/2023;Fabrica Hashtag Mexico;Filtro de Óleo - Linha B;3;21.74;65.21
66257;07/12/2023;Fabrica Hashtag Europa;Logo Hashtag - Linha C;2;13.23;26.45
66259;07/12/2023;Original Fábrica Brasil;Rolamento das Rodas - Linha A;2;187.9;375.8
66262;07/12/2023;Fabrica Hashtag EUA;Mola de pressão - Linha C;2;52.4;104.79
66262;07/12/2023;Fabrica Hashtag EUA;Farol Principal - Linha C;1;211.47;211.47
66266;07/12/2023;Fabrica Hashtag Argentina;Farol Principal - Linha C;1;211.47;211.47
66268;07/12/2023;Original Fábrica EUA;Caixa de Marcha - Linha B;1;5738.5;5738.5
66269;07/12/2023;Fabrica Doidona Brasil;Foto do Lira - Linha A;3;870;2610
66269;07/12/2023;Fabrica Doidona Brasil;Farol Principal - Linha B;2;183.89;367.77
66270;07/12/2023;Fabrica Hashtag Brasil;Kit Embreagem - Linha B;1;437;437
66271;07/12/2023;Fabrica Doidona Argentina;Pneus - Linha C;2;475.98;951.96
66273;07/12/2023;Original Fábrica Brasil;Condensador - Linha B;3;793.39;2380.16
66274;07/12/2023;Fabrica Doidona Argentina;Condensador - Linha C;3;912.39;2737.18
66274;07/12/2023;Fabrica Doidona Argentina;Logo Hashtag - Linha Premium;3;22.48;67.45
66279;07/12/2023;Revenda EUA;Correia - Linha B;1;137.91;137.91
66279;07/12/2023;Revenda EUA;Pneus - Linha B;2;413.9;827.79
66279;07/12/2023;Revenda EUA;Mola de pressão - Linha A;2;39.62;79.24
66279;07/12/2023;Revenda EUA;Óleo Motor - Linha A;1;259;259
66280;07/12/2023;Revenda EUA;Mola de pressão - Linha Premium;4;89.08;356.3
66280;07/12/2023;Revenda EUA;Condensador - Linha Premium;5;1551.07;7755.34
66280;07/12/2023;Revenda EUA;Óleo Motor - Linha B;2;297.85;595.7
66280;07/12/2023;Revenda EUA;Mola de pressão - Linha Premium;1;89.08;89.08
66282;07/12/2023;Original Fábrica EUA;Condensador - Linha B;1;793.39;793.39
66283;07/12/2023;Revenda Europa;Terminal de Direção - Linha Premium;1;305.76;305.76
66284;07/12/2023;Revenda EUA;Terminal de Direção - Linha Premium;1;305.76;305.76
66284;07/12/2023;Revenda EUA;Kit Embreagem - Linha C;2;502.55;1005.1
66284;07/12/2023;Revenda EUA;Óleo Motor - Linha Premium;2;582.3;1164.59
66286;07/12/2023;Revenda Europa;Caixa de Marcha - Linha B;1;5738.5;5738.5
66287;07/12/2023;Revenda EUA;Rolamento das Rodas - Linha C;2;248.5;497
66290;07/12/2023;Fabrica Hashtag Asia;Logo Hashtag - Linha Premium;1;22.48;22.48
66291;07/12/2023;Fabrica Doidona Europa;Logo Hashtag - Linha Premium;1;22.48;22.48
66292;07/12/2023;Fabrica Hashtag Brasil;Logo Hashtag - Linha Premium;2;22.48;44.97
66292;07/12/2023;Fabrica Hashtag Brasil;Terminal de Direção - Linha A;2;136;272
66293;07/12/2023;Fabrica Hashtag Internacional;Bomba d'agua - Linha A;5;553.9;2769.5
66294;07/12/2023;Revenda Brasil;Foto do Lira - Linha C;4;1150.58;4602.3
66298;07/12/2023;Fabrica Doidona Argentina;Óleo Motor - Linha B;3;297.85;893.55
66298;07/12/2023;Fabrica Doidona Argentina;Bateria - Linha C;3;633.48;1900.43
66299;07/12/2023;Fabrica Hashtag Brasil;Mola de pressão - Linha Premium;3;89.08;267.23
66300;07/12/2023;Original Fábrica Brasil;Pneus - Linha Premium;2;809.17;1618.34
66301;07/12/2023;Fabrica Hashtag Internacional;Foto do Lira - Linha B;1;1000.5;1000.5
66301;07/12/2023;Fabrica Hashtag Internacional;Pneus - Linha Premium;3;809.17;2427.5
66302;07/12/2023;Fabrica Hashtag Mexico;Bomba d'agua - Linha C;4;732.53;2930.13
66303;07/12/2023;Original Fábrica EUA;Rolamento das Rodas - Linha A;1;187.9;187.9
66303;07/12/2023;Original Fábrica EUA;Filtro Combustível - Linha C;2;242.47;484.93
66304;07/12/2023;Fabrica Doidona Brasil;Mola de pressão - Linha C;5;52.4;261.99
66306;07/12/2023;Fabrica Hashtag Asia;Barra Estabilizadora - Linha B;2;455.17;910.34
66307;07/12/2023;Fabrica Doidona Mexico;Caixa de Marcha - Linha Premium;1;11218.77;11218.77
66308;07/12/2023;Original Fábrica Mexico;Mola de pressão - Linha Premium;2;89.08;178.15
66310;07/12/2023;Revenda Argentina;Pneus - Linha A;2;359.91;719.82
66310;07/12/2023;Revenda Argentina;Kit Embreagem - Linha B;3;437;1311
66313;07/12/2023;Fabrica Doidona Mexico;Condensador - Linha B;2;793.39;1586.77
66314;07/12/2023;Fabrica Doidona Argentina;Correia - Linha C;5;158.59;792.97
66315;07/12/2023;Fabrica Hashtag Argentina;Logo Hashtag - Linha C;1;13.23;13.23
66316;07/12/2023;Revenda EUA;Farol Principal - Linha A;1;159.9;159.9
66317;07/12/2023;Fabrica Doidona Asia;Farol Principal - Linha B;2;183.89;367.77
66317;07/12/2023;Fabrica Doidona Asia;Bomba d'agua - Linha C;1;732.53;732.53
66318;07/12/2023;Fabrica Doidona Asia;Filtro Combustível - Linha A;3;183.34;550.02
66318;07/12/2023;Fabrica Doidona Asia;Farol Principal - Linha B;1;183.89;183.89
66319;07/12/2023;Revenda Argentina;Foto do Lira - Linha Premium;2;1955.98;3911.96
66321;07/12/2023;Fabrica Hashtag Argentina;Radiador - Linha Premium;1;577.58;577.58
66322;07/12/2023;Original Fábrica Mexico;Bateria - Linha B;5;550.85;2754.25
66325;07/12/2023;Fabrica Hashtag Europa;Bomba d'agua - Linha C;2;732.53;1465.07
66327;07/12/2023;Revenda Asia;Bomba d'agua - Linha Premium;1;1245.31;1245.31
66330;07/12/2023;Fabrica Doidona EUA;Farol Principal - Linha Premium;1;359.5;359.5
66331;07/12/2023;Fabrica Doidona Argentina;Radiador - Linha B;1;295.44;295.44
66331;07/12/2023;Fabrica Doidona Argentina;Foto do Lira - Linha A;1;870;870
66331;07/12/2023;Fabrica Doidona Argentina;Foto do Lira - Linha C;3;1150.58;3451.73
66333;07/12/2023;Original Fábrica EUA;Logo Hashtag - Linha A;2;10;20
66334;07/12/2023;Fabrica Hashtag Brasil;Condensador - Linha A;1;689.9;689.9
66334;07/12/2023;Fabrica Hashtag Brasil;Mola de pressão - Linha B;5;45.56;227.82
66334;07/12/2023;Fabrica Hashtag Brasil;Filtro Combustível - Linha B;2;210.84;421.68
66335;07/12/2023;Fabrica Doidona Asia;Filtro Combustível - Linha Premium;2;412.19;824.39
66335;07/12/2023;Fabrica Doidona Asia;Terminal de Direção - Linha Premium;2;305.76;611.52
66336;07/12/2023;Fabrica Hashtag Argentina;Bomba d'agua - Linha A;3;553.9;1661.7
66336;07/12/2023;Fabrica Hashtag Argentina;Mola de pressão - Linha A;3;39.62;118.86
66337;07/12/2023;Fabrica Doidona EUA;Logo Hashtag - Linha C;1;13.23;13.23
66338;07/12/2023;Fabrica Hashtag Europa;Rolamento das Rodas - Linha C;1;248.5;248.5
66339;07/12/2023;Fabrica Doidona Europa;Correia - Linha A;2;119.92;239.84
66339;07/12/2023;Fabrica Doidona Europa;Barra Estabilizadora - Linha C;2;523.45;1046.89
66339;07/12/2023;Fabrica Doidona Europa;Foto do Lira - Linha B;4;1000.5;4002
66342;07/12/2023;Revenda Mexico;Logo Hashtag - Linha C;3;13.23;39.68
66345;07/12/2023;Original Fábrica Asia;Terminal de Direção - Linha Premium;1;305.76;305.76
66349;07/12/2023;Original Fábrica Argentina;Terminal de Direção - Linha C;1;179.86;179.86
66350;07/12/2023;Fabrica Hashtag Europa;Correia - Linha A;1;119.92;119.92
66352;07/12/2023;Revenda Asia;Terminal de Direção - Linha C;1;179.86;179.86
66352;07/12/2023;Revenda Asia;Bomba d'agua - Linha Premium;1;1245.31;1245.31
66354;07/12/2023;Fabrica Hashtag Argentina;Condensador - Linha Premium;3;1551.07;4653.2
66356;07/12/2023;Fabrica Hashtag Mexico;Kit Embreagem - Linha Premium;2;854.34;1708.67
66356;07/12/2023;Fabrica Hashtag Mexico;Condensador - Linha A;3;689.9;2069.7
66356;07/12/2023;Fabrica Hashtag Mexico;Mola de pressão - Linha C;2;52.4;104.79
66357;07/12/2023;Fabrica Hashtag Argentina;Pneus - Linha Premium;1;809.17;809.17
66358;07/12/2023;Fabrica Hashtag Argentina;Farol Principal - Linha B;2;183.89;367.77
66360;08/12/2023;Fabrica Doidona Europa;Bateria - Linha Premium;1;1076.91;1076.91
66362;08/12/2023;Original Fábrica Argentina;Caixa de Marcha - Linha A;5;4990;24950
66363;08/12/2023;Fabrica Hashtag Brasil;Rolamento das Rodas - Linha A;2;187.9;375.8
66366;08/12/2023;Fabrica Hashtag EUA;Bateria - Linha B;2;550.85;1101.7
66366;08/12/2023;Fabrica Hashtag EUA;Correia - Linha Premium;2;269.61;539.22
66367;08/12/2023;Revenda Europa;Óleo Motor - Linha Premium;1;582.3;582.3
66370;08/12/2023;Revenda Argentina;Filtro Combustível - Linha C;2;242.47;484.93
66371;08/12/2023;Fabrica Hashtag Europa;Filtro Combustível - Linha A;3;183.34;550.02
66371;08/12/2023;Fabrica Hashtag Europa;Mola de pressão - Linha C;2;52.4;104.79
66371;08/12/2023;Fabrica Hashtag Europa;Kit Embreagem - Linha A;1;380;380
66373;08/12/2023;Original Fábrica Europa;Terminal de Direção - Linha A;2;136;272
66373;08/12/2023;Original Fábrica Europa;Rolamento das Rodas - Linha C;1;248.5;248.5
66373;08/12/2023;Original Fábrica Europa;Mola de pressão - Linha Premium;2;89.08;178.15
66374;08/12/2023;Fabrica Doidona Asia;Farol Principal - Linha C;3;211.47;634.4
66375;08/12/2023;Revenda Argentina;Mola de pressão - Linha C;4;52.4;209.59
66377;08/12/2023;Revenda Brasil;Óleo Motor - Linha Premium;3;582.3;1746.89
66378;08/12/2023;Original Fábrica EUA;Logo Hashtag - Linha A;1;10;10
66379;08/12/2023;Fabrica Doidona Brasil;Filtro Combustível - Linha C;5;242.47;1212.34
66380;08/12/2023;Original Fábrica Mexico;Correia - Linha C;3;158.59;475.78
66381;08/12/2023;Fabrica Hashtag Mexico;Condensador - Linha A;2;689.9;1379.8
66381;08/12/2023;Fabrica Hashtag Mexico;Radiador - Linha A;5;256.9;1284.5
66381;08/12/2023;Fabrica Hashtag Mexico;Bateria - Linha A;2;479;958
66382;08/12/2023;Revenda EUA;Pneus - Linha C;1;475.98;475.98
66382;08/12/2023;Revenda EUA;Filtro Combustível - Linha B;5;210.84;1054.21
66383;08/12/2023;Fabrica Hashtag Mexico;Rolamento das Rodas - Linha C;1;248.5;248.5
66383;08/12/2023;Fabrica Hashtag Mexico;Mola de pressão - Linha Premium;1;89.08;89.08
66385;08/12/2023;Fabrica Hashtag Europa;Barra Estabilizadora - Linha B;1;455.17;455.17
66385;08/12/2023;Fabrica Hashtag Europa;Filtro de Óleo - Linha C;2;25;49.99
66387;08/12/2023;Fabrica Doidona Mexico;Logo Hashtag - Linha A;2;10;20
66387;08/12/2023;Fabrica Doidona Mexico;Terminal de Direção - Linha A;1;136;136
66387;08/12/2023;Fabrica Doidona Mexico;Farol Principal - Linha Premium;2;359.5;718.99
66387;08/12/2023;Fabrica Doidona Mexico;Filtro Combustível - Linha Premium;5;412.19;2060.97
66388;08/12/2023;Revenda Asia;Correia - Linha C;1;158.59;158.59
66389;08/12/2023;Fabrica Hashtag Internacional;Terminal de Direção - Linha B;2;156.4;312.8
66391;08/12/2023;Revenda Brasil;Mola de pressão - Linha B;1;45.56;45.56
66393;08/12/2023;Fabrica Hashtag Argentina;Bomba d'agua - Linha C;3;732.53;2197.6
66395;08/12/2023;Fabrica Doidona EUA;Barra Estabilizadora - Linha B;1;455.17;455.17
66395;08/12/2023;Fabrica Doidona EUA;Kit Embreagem - Linha B;2;437;874
66396;08/12/2023;Fabrica Hashtag Brasil;Óleo Motor - Linha A;2;259;518
66398;08/12/2023;Revenda Brasil;Filtro Combustível - Linha A;2;183.34;366.68
66400;08/12/2023;Original Fábrica Mexico;Filtro de Óleo - Linha A;1;18.9;18.9
66400;08/12/2023;Original Fábrica Mexico;Radiador - Linha C;5;339.75;1698.75
66400;08/12/2023;Original Fábrica Mexico;Radiador - Linha A;4;256.9;1027.6
66403;08/12/2023;Revenda Brasil;Correia - Linha Premium;1;269.61;269.61
66404;08/12/2023;Revenda Argentina;Rolamento das Rodas - Linha B;5;216.09;1080.43
66406;08/12/2023;Fabrica Hashtag EUA;Volante - Linha C;1;700.93;700.93
66406;08/12/2023;Fabrica Hashtag EUA;Volante - Linha A;4;530;2120
66407;08/12/2023;Fabrica Hashtag Internacional;Bomba d'agua - Linha A;2;553.9;1107.8
66407;08/12/2023;Fabrica Hashtag Internacional;Rolamento das Rodas - Linha Premium;2;422.45;844.89
66408;08/12/2023;Original Fábrica Europa;Condensador - Linha A;1;689.9;689.9
66409;08/12/2023;Revenda EUA;Farol Principal - Linha C;2;211.47;422.94
66410;08/12/2023;Revenda EUA;Foto do Lira - Linha Premium;3;1955.98;5867.93
66411;08/12/2023;Fabrica Doidona Mexico;Volante - Linha B;1;609.5;609.5
66414;08/12/2023;Fabrica Doidona Europa;Bateria - Linha C;2;633.48;1266.96
66416;08/12/2023;Fabrica Hashtag EUA;Mola de pressão - Linha A;2;39.62;79.24
66417;08/12/2023;Original Fábrica Mexico;Barra Estabilizadora - Linha C;2;523.45;1046.89
66419;08/12/2023;Fabrica Doidona EUA;Correia - Linha C;2;158.59;317.19
66420;08/12/2023;Original Fábrica Brasil;Bateria - Linha Premium;3;1076.91;3230.74
66420;08/12/2023;Original Fábrica Brasil;Condensador - Linha B;1;793.39;793.39
66421;08/12/2023;Fabrica Doidona Argentina;Filtro Combustível - Linha Premium;5;412.19;2060.97
66421;08/12/2023;Fabrica Doidona Argentina;Óleo Motor - Linha A;3;259;777
66424;08/12/2023;Revenda Europa;Filtro de Óleo - Linha C;1;25;25
66426;08/12/2023;Original Fábrica Europa;Caixa de Marcha - Linha C;1;6599.28;6599.28
66426;08/12/2023;Original Fábrica Europa;Correia - Linha C;5;158.59;792.97
66427;08/12/2023;Fabrica Doidona Argentina;Bateria - Linha C;1;633.48;633.48
66427;08/12/2023;Fabrica Doidona Argentina;Óleo Motor - Linha A;4;259;1036
66429;08/12/2023;Fabrica Hashtag EUA;Bateria - Linha Premium;4;1076.91;4307.65
66431;08/12/2023;Revenda Asia;Farol Principal - Linha C;1;211.47;211.47
66431;08/12/2023;Revenda Asia;Caixa de Marcha - Linha C;1;6599.28;6599.28
66433;08/12/2023;Original Fábrica Mexico;Kit Embreagem - Linha B;5;437;2185
66434;08/12/2023;Original Fábrica Asia;Condensador - Linha B;3;793.39;2380.16
66436;08/12/2023;Fabrica Hashtag Internacional;Mola de pressão - Linha B;1;45.56;45.56
66436;08/12/2023;Fabrica Hashtag Internacional;Óleo Motor - Linha B;1;297.85;297.85
66437;08/12/2023;Fabrica Hashtag Brasil;Bomba d'agua - Linha C;2;732.53;1465.07
66438;08/12/2023;Fabrica Doidona Asia;Barra Estabilizadora - Linha C;3;523.45;1570.34
66439;08/12/2023;Fabrica Hashtag Mexico;Terminal de Direção - Linha C;1;179.86;179.86
66439;08/12/2023;Fabrica Hashtag Mexico;Filtro Combustível - Linha A;2;183.34;366.68
66439;08/12/2023;Fabrica Hashtag Mexico;Kit Embreagem - Linha B;1;437;437
66441;08/12/2023;Fabrica Hashtag EUA;Correia - Linha A;1;119.92;119.92
66443;08/12/2023;Fabrica Doidona EUA;Farol Principal - Linha C;1;211.47;211.47
66444;08/12/2023;Fabrica Hashtag Brasil;Pneus - Linha B;1;413.9;413.9
66445;08/12/2023;Fabrica Hashtag Argentina;Caixa de Marcha - Linha B;3;5738.5;17215.5
66446;08/12/2023;Fabrica Doidona Mexico;Filtro Combustível - Linha C;2;242.47;484.93
66447;08/12/2023;Original Fábrica Mexico;Pneus - Linha Premium;1;809.17;809.17
66447;08/12/2023;Original Fábrica Mexico;Volante - Linha B;2;609.5;1219
66447;08/12/2023;Original Fábrica Mexico;Farol Principal - Linha C;3;211.47;634.4
66448;08/12/2023;Revenda EUA;Bateria - Linha A;2;479;958
66448;08/12/2023;Revenda EUA;Filtro de Óleo - Linha Premium;3;42.49;127.48
66451;08/12/2023;Revenda Asia;Correia - Linha C;1;158.59;158.59
66451;08/12/2023;Revenda Asia;Volante - Linha Premium;2;1191.57;2383.15
66452;08/12/2023;Original Fábrica Argentina;Logo Hashtag - Linha C;2;13.23;26.45
66452;08/12/2023;Original Fábrica Argentina;Terminal de Direção - Linha B;1;156.4;156.4
66453;08/12/2023;Fabrica Hashtag EUA;Bomba d'agua - Linha A;4;553.9;2215.6
66454;08/12/2023;Fabrica Doidona Europa;Radiador - Linha Premium;2;577.58;1155.15
66454;08/12/2023;Fabrica Doidona Europa;Filtro de Óleo - Linha Premium;3;42.49;127.48
66456;08/12/2023;Fabrica Doidona Asia;Condensador - Linha C;1;912.39;912.39
66456;08/12/2023;Fabrica Doidona Asia;Condensador - Linha C;2;912.39;1824.79
66458;08/12/2023;Fabrica Hashtag Brasil;Óleo Motor - Linha C;1;342.53;342.53
66459;08/12/2023;Fabrica Doidona Brasil;Filtro Combustível - Linha Premium;3;412.19;1236.58
66459;08/12/2023;Fabrica Doidona Brasil;Volante - Linha A;3;530;1590
66459;08/12/2023;Fabrica Doidona Brasil;Terminal de Direção - Linha C;1;179.86;179.86
66462;08/12/2023;Revenda EUA;Logo Hashtag - Linha C;2;13.23;26.45
66463;08/12/2023;Original Fábrica Mexico;Caixa de Marcha - Linha A;3;4990;14970
66464;08/12/2023;Revenda EUA;Bomba d'agua - Linha B;2;636.99;1273.97
66465;08/12/2023;Fabrica Doidona EUA;Logo Hashtag - Linha C;2;13.23;26.45
66465;08/12/2023;Fabrica Doidona EUA;Correia - Linha C;1;158.59;158.59
66466;08/12/2023;Original Fábrica Mexico;Óleo Motor - Linha C;1;342.53;342.53
66467;08/12/2023;Revenda Europa;Rolamento das Rodas - Linha A;3;187.9;563.7
66470;08/12/2023;Revenda Europa;Bomba d'agua - Linha C;2;732.53;1465.07
66471;08/12/2023;Fabrica Doidona Europa;Radiador - Linha A;3;256.9;770.7
66475;08/12/2023;Fabrica Hashtag Argentina;Terminal de Direção - Linha Premium;2;305.76;611.52
66476;08/12/2023;Revenda EUA;Terminal de Direção - Linha A;1;136;136
66477;08/12/2023;Fabrica Hashtag EUA;Pneus - Linha A;1;359.91;359.91
66477;08/12/2023;Fabrica Hashtag EUA;Radiador - Linha Premium;2;577.58;1155.15
66478;08/12/2023;Revenda Brasil;Caixa de Marcha - Linha B;2;5738.5;11477
66479;08/12/2023;Original Fábrica Mexico;Filtro de Óleo - Linha B;5;21.74;108.68
66479;08/12/2023;Original Fábrica Mexico;Volante - Linha C;4;700.93;2803.7
66479;08/12/2023;Original Fábrica Mexico;Caixa de Marcha - Linha B;1;5738.5;5738.5
66480;08/12/2023;Fabrica Doidona Brasil;Pneus - Linha C;4;475.98;1903.92
66481;08/12/2023;Original Fábrica Asia;Farol Principal - Linha A;1;159.9;159.9
66482;08/12/2023;Revenda Asia;Logo Hashtag - Linha A;1;10;10
66483;08/12/2023;Original Fábrica EUA;Filtro de Óleo - Linha A;1;18.9;18.9
66485;08/12/2023;Original Fábrica Mexico;Caixa de Marcha - Linha A;1;4990;4990
66486;08/12/2023;Fabrica Hashtag Asia;Logo Hashtag - Linha C;2;13.23;26.45
66486;08/12/2023;Fabrica Hashtag Asia;Rolamento das Rodas - Linha Premium;1;422.45;422.45
66488;08/12/2023;Revenda EUA;Terminal de Direção - Linha C;1;179.86;179.86
66489;08/12/2023;Fabrica Hashtag Mexico;Bomba d'agua - Linha A;1;553.9;553.9
66490;08/12/2023;Fabrica Hashtag EUA;Mola de pressão - Linha Premium;2;89.08;178.15
66491;08/12/2023;Revenda Brasil;Foto do Lira - Linha Premium;1;1955.98;1955.98
66492;08/12/2023;Original Fábrica Mexico;Farol Principal - Linha A;2;159.9;319.8
66492;08/12/2023;Original Fábrica Mexico;Rolamento das Rodas - Linha A;1;187.9;187.9
66494;08/12/2023;Fabrica Hashtag EUA;Caixa de Marcha - Linha B;1;5738.5;5738.5
66494;08/12/2023;Fabrica Hashtag EUA;Terminal de Direção - Linha C;2;179.86;359.72
66495;08/12/2023;Fabrica Hashtag Brasil;Pneus - Linha B;3;413.9;1241.69
66495;08/12/2023;Fabrica Hashtag Brasil;Mola de pressão - Linha B;1;45.56;45.56
66496;08/12/2023;Original Fábrica Asia;Filtro Combustível - Linha A;5;183.34;916.7
66496;08/12/2023;Original Fábrica Asia;Farol Principal - Linha B;2;183.89;367.77
66496;08/12/2023;Original Fábrica Asia;Filtro Combustível - Linha C;1;242.47;242.47
66496;08/12/2023;Original Fábrica Asia;Radiador - Linha Premium;2;577.58;1155.15
66497;08/12/2023;Fabrica Hashtag Brasil;Rolamento das Rodas - Linha A;1;187.9;187.9
66498;08/12/2023;Fabrica Doidona Brasil;Radiador - Linha A;1;256.9;256.9
66498;08/12/2023;Fabrica Doidona Brasil;Filtro de Óleo - Linha Premium;2;42.49;84.98
66499;08/12/2023;Fabrica Doidona Asia;Mola de pressão - Linha A;3;39.62;118.86
66500;08/12/2023;Revenda Argentina;Bateria - Linha Premium;2;1076.91;2153.82
66503;08/12/2023;Fabrica Hashtag Internacional;Filtro Combustível - Linha A;3;183.34;550.02
66504;08/12/2023;Original Fábrica Mexico;Óleo Motor - Linha C;2;342.53;685.06
66505;08/12/2023;Fabrica Hashtag Internacional;Correia - Linha A;2;119.92;239.84
66505;08/12/2023;Fabrica Hashtag Internacional;Óleo Motor - Linha B;2;297.85;595.7
66508;08/12/2023;Fabrica Doidona Asia;Condensador - Linha B;4;793.39;3173.54
66508;08/12/2023;Fabrica Doidona Asia;Radiador - Linha Premium;1;577.58;577.58
66509;08/12/2023;Fabrica Doidona Brasil;Foto do Lira - Linha A;2;870;1740
66512;08/12/2023;Fabrica Hashtag Brasil;Farol Principal - Linha B;1;183.89;183.89
66512;08/12/2023;Fabrica Hashtag Brasil;Condensador - Linha C;1;912.39;912.39
66512;08/12/2023;Fabrica Hashtag Brasil;Mola de pressão - Linha Premium;2;89.08;178.15
66513;08/12/2023;Revenda EUA;Correia - Linha Premium;3;269.61;808.83
66513;08/12/2023;Revenda EUA;Volante - Linha A;1;530;530
66513;08/12/2023;Revenda EUA;Radiador - Linha Premium;2;577.58;1155.15
66513;08/12/2023;Revenda EUA;Radiador - Linha C;2;339.75;679.5
66513;08/12/2023;Revenda EUA;Kit Embreagem - Linha A;1;380;380
66513;08/12/2023;Revenda EUA;Bomba d'agua - Linha Premium;1;1245.31;1245.31
66514;08/12/2023;Fabrica Doidona Mexico;Farol Principal - Linha C;1;211.47;211.47
66515;08/12/2023;Fabrica Doidona Asia;Filtro Combustível - Linha A;1;183.34;183.34
66515;08/12/2023;Fabrica Doidona Asia;Condensador - Linha B;1;793.39;793.39
66517;08/12/2023;Revenda Asia;Correia - Linha B;2;137.91;275.82
66519;08/12/2023;Revenda EUA;Logo Hashtag - Linha C;2;13.23;26.45
66522;08/12/2023;Fabrica Doidona Asia;Condensador - Linha C;5;912.39;4561.96
66522;08/12/2023;Fabrica Doidona Asia;Pneus - Linha Premium;3;809.17;2427.5
66523;08/12/2023;Fabrica Hashtag EUA;Caixa de Marcha - Linha C;2;6599.28;13198.55
66523;08/12/2023;Fabrica Hashtag EUA;Bateria - Linha A;5;479;2395
